trial,time,Other,Wondering,Investigating,Digging
15,48.4,0,0,1,0
15,48.6,0,0,1,0
15,48.8,0,0,1,0
15,49,0,0,1,0
15,49.2,0,0,1,0
15,49.4,0,0,1,0
15,49.6,0,0,1,0
15,49.8,0,0,1,0
15,50,0,0,1,0
15,50.2,0,0,1,0
15,50.4,0,0,1,0
15,50.6,0,0,1,0
15,50.8,0,0,1,0
15,51,0,0,1,0
15,51.2,0,0,1,0
15,51.4,0,0,1,0
15,51.6,0,0,1,0
15,51.8,0,0,1,0
15,52,0,0,1,0
15,52.2,0,0,1,0
15,52.4,0,0,1,0
15,52.6,0,0,1,0
15,52.8,0,0,1,0
15,53,0,0,1,0
15,53.2,0,0,1,0
15,53.4,0,0,1,0
15,53.6,0,0,1,0
15,53.8,0,0,1,0
15,54,0,0,1,0
15,54.2,0,0,1,0
15,54.4,0,0,1,0
15,54.6,0,0,1,0
15,54.8,0,0,1,0
15,55,0,0,1,0
15,55.2,0,0,1,0
15,55.4,0,0,1,0
15,55.6,0,0,1,0
15,55.8,0,0,1,0
15,56,0,0,1,0
15,56.2,0,0,1,0
15,56.4,0,0,1,0
15,56.6,0,0,1,0
15,56.8,0,0,1,0
15,57,0,0,1,0
15,57.2,0,0,1,0
15,57.4,0,0,1,0
15,57.6,0,0,1,0
15,57.8,0,0,1,0
15,58,0,0,1,0
15,58.2,0,0,1,0
15,58.4,0,0,1,0
15,58.6,0,0,1,0
15,58.8,0,0,1,0
15,59,0,0,1,0
15,59.2,0,0,1,0
15,59.4,0,0,1,0
15,59.6,0,0,1,0
15,59.8,0,0,1,0
15,60,0,0,1,0
15,60.2,0,0,1,0
15,60.4,0,0,1,0
15,60.6,0,0,1,0
15,60.8,0,0,1,0
15,61,0,0,1,0
15,61.2,0,0,1,0
15,61.4,0,0,1,0
15,61.6,0,0,1,0
15,61.8,0,0,1,0
15,62,0,0,1,0
15,62.2,0,0,1,0
15,62.4,0,0,1,0
15,62.6,0,0,1,0
15,62.8,0,0,1,0
15,63,0,0,1,0
15,63.2,0,0,1,0
15,63.4,0,0,1,0
15,63.6,0,0,1,0
15,63.8,0,0,1,0
15,64,0,0,1,0
15,64.2,0,0,1,0
15,64.4,0,0,1,0
15,64.6,0,0,1,0
15,64.8,0,0,1,0
15,65,0,0,1,0
15,65.2,0,1,0,0
15,65.4,0,1,0,0
15,65.6,0,1,0,0
15,65.8,0,1,0,0
15,66,0,1,0,0
15,66.2,0,1,0,0
15,66.4,0,1,0,0
15,66.6,0,1,0,0
15,66.8,0,1,0,0
15,67,0,1,0,0
15,67.2,0,1,0,0
15,67.4,0,1,0,0
15,67.6,0,1,0,0
15,67.8,0,1,0,0
15,68,0,1,0,0
15,68.2,0,1,0,0
15,68.4,0,1,0,0
15,68.6,0,1,0,0
15,68.8,0,1,0,0
15,69,0,1,0,0
15,69.2,0,0,1,0
15,69.4,0,0,1,0
15,69.6,0,0,1,0
15,69.8,0,0,1,0
15,70,0,0,1,0
15,70.2,0,0,1,0
15,70.4,0,0,1,0
15,70.6,0,0,1,0
15,70.8,0,0,1,0
15,71,0,0,1,0
15,71.2,0,0,1,0
15,71.4,0,0,1,0
15,71.6,0,0,1,0
15,71.8,0,0,1,0
15,72,0,0,1,0
15,72.2,0,0,1,0
15,72.4,0,0,1,0
15,72.6,0,0,1,0
15,72.8,0,0,1,0
15,73,0,0,1,0
15,73.2,0,0,1,0
15,73.4,0,0,1,0
15,73.6,0,0,1,0
15,73.8,0,0,1,0
15,74,0,0,1,0
15,74.2,0,0,1,0
15,74.4,0,0,1,0
15,74.6,0,0,1,0
15,74.8,0,0,1,0
15,75,0,0,1,0
15,75.2,0,0,1,0
15,75.4,0,0,1,0
15,75.6,0,0,1,0
15,75.8,0,0,1,0
15,76,0,0,1,0
15,76.2,0,0,1,0
15,76.4,0,0,1,0
15,76.6,0,0,1,0
15,76.8,0,0,1,0
15,77,0,0,1,0
15,77.2,0,0,1,0
15,77.4,0,0,1,0
15,77.6,0,0,1,0
15,77.8,0,0,1,0
15,78,0,0,1,0
15,78.2,0,0,1,0
15,78.4,0,0,1,0
15,78.6,0,0,1,0
15,78.8,0,0,1,0
15,79,0,0,1,0
15,79.2,0,0,1,0
15,79.4,0,0,1,0
15,79.6,0,0,1,0
15,79.8,0,0,1,0
15,80,0,0,1,0
15,80.2,0,0,1,0
15,80.4,0,0,1,0
15,80.6,0,0,1,0
15,80.8,0,0,1,0
15,81,0,0,1,0
15,81.2,0,0,1,0
15,81.4,0,0,1,0
15,81.6,0,0,1,0
15,81.8,0,0,1,0
15,82,0,0,1,0
15,82.2,0,0,1,0
15,82.4,0,0,1,0
15,82.6,0,0,1,0
15,82.8,0,0,1,0
15,83,0,0,1,0
15,83.2,0,0,1,0
15,83.4,0,0,1,0
15,83.6,0,0,1,0
15,83.8,0,0,1,0
15,84,0,0,1,0
15,84.2,0,0,1,0
15,84.4,0,0,1,0
15,84.6,0,0,1,0
15,84.8,0,0,1,0
15,85,0,0,1,0
15,85.2,0,0,1,0
15,85.4,0,0,1,0
15,85.6,0,0,1,0
15,85.8,0,0,1,0
15,86,0,0,1,0
15,86.2,0,0,1,0
15,86.4,0,0,1,0
15,86.6,0,0,1,0
15,86.8,0,0,1,0
15,87,0,0,1,0
15,87.2,0,0,1,0
15,87.4,0,0,1,0
15,87.6,0,0,1,0
15,87.8,0,0,1,0
15,88,0,0,1,0
15,88.2,0,0,1,0
15,88.4,0,0,1,0
15,88.6,0,0,1,0
15,88.8,0,0,1,0
15,89,0,0,1,0
15,89.2,0,0,1,0
15,89.4,0,0,1,0
15,89.6,0,0,1,0
15,89.8,0,0,1,0
15,90,0,0,1,0
15,90.2,0,0,1,0
15,90.4,0,0,1,0
15,90.6,0,0,1,0
15,90.8,0,0,1,0
15,91,0,0,1,0
15,91.2,0,0,1,0
15,91.4,0,0,1,0
15,91.6,0,0,1,0
15,91.8,0,0,1,0
15,92,0,0,1,0
15,92.2,0,0,1,0
15,92.4,0,0,1,0
15,92.6,0,0,1,0
15,92.8,0,0,1,0
15,93,0,0,1,0
15,93.2,0,0,1,0
15,93.4,0,0,1,0
15,93.6,0,0,1,0
15,93.8,0,0,1,0
15,94,0,0,1,0
15,94.2,0,0,1,0
15,94.4,0,0,1,0
15,94.6,0,0,1,0
15,94.8,0,0,1,0
15,95,0,0,1,0
15,95.2,0,0,1,0
15,95.4,0,0,1,0
15,95.6,0,0,1,0
15,95.8,0,0,1,0
15,96,0,0,1,0
15,96.2,0,0,1,0
15,96.4,0,0,1,0
15,96.6,0,0,1,0
15,96.8,0,0,1,0
15,97,0,0,1,0
15,97.2,0,0,1,0
15,97.4,0,0,1,0
15,97.6,0,0,1,0
15,97.8,0,0,1,0
15,98,0,0,1,0
15,98.2,0,0,1,0
15,98.4,0,0,1,0
15,98.6,0,0,1,0
15,98.8,0,0,1,0
15,99,0,0,1,0
15,99.2,0,0,1,0
15,99.4,0,0,1,0
15,99.6,0,0,1,0
15,99.8,0,0,1,0
15,100,0,0,1,0
15,100.2,0,0,1,0
15,100.4,0,0,1,0
15,100.6,0,0,1,0
15,100.8,0,0,1,0
15,101,0,0,1,0
15,101.2,0,0,1,0
15,101.4,0,0,1,0
15,101.6,0,0,1,0
15,101.8,0,0,1,0
15,102,0,0,1,0
15,102.2,0,0,1,0
15,102.4,0,0,1,0
15,102.6,0,0,1,0
15,102.8,0,0,1,0
15,103,0,0,1,0
15,103.2,0,0,1,0
15,103.4,0,0,1,0
15,103.6,0,0,1,0
15,103.8,0,0,1,0
15,104,0,0,1,0
15,104.2,0,0,1,0
15,104.4,0,0,1,0
15,104.6,0,0,1,0
15,104.8,0,0,1,0
15,105,0,0,1,0
15,105.2,0,0,1,0
15,105.4,0,0,1,0
15,105.6,0,0,1,0
15,105.8,0,0,1,0
15,106,0,0,1,0
15,106.2,0,0,1,0
15,106.4,0,0,1,0
15,106.6,0,0,1,0
15,106.8,0,0,1,0
15,107,0,0,1,0
15,107.2,0,0,1,0
15,107.4,0,0,1,0
15,107.6,0,0,1,0
15,107.8,0,0,1,0
15,108,0,0,1,0
15,108.2,0,0,1,0
15,108.4,0,0,1,0
15,108.6,0,0,1,0
15,108.8,0,0,1,0
15,109,0,0,1,0
15,109.2,0,0,1,0
15,109.4,0,0,1,0
15,109.6,0,0,1,0
15,109.8,0,0,1,0
15,110,0,0,1,0
15,110.2,0,0,1,0
15,110.4,0,0,1,0
15,110.6,0,0,1,0
15,110.8,0,0,1,0
15,111,0,0,1,0
15,111.2,0,0,1,0
15,111.4,0,0,1,0
15,111.6,0,0,1,0
15,111.8,0,0,1,0
15,112,0,0,1,0
15,112.2,0,0,1,0
15,112.4,0,0,1,0
15,112.6,0,0,1,0
15,112.8,0,0,1,0
15,113,0,0,1,0
15,113.2,0,0,1,0
15,113.4,0,0,1,0
15,113.6,0,0,1,0
15,113.8,0,0,1,0
15,114,0,0,1,0
15,114.2,0,0,1,0
15,114.4,0,0,1,0
15,114.6,0,0,1,0
15,114.8,0,0,1,0
15,115,0,0,1,0
15,115.2,0,0,1,0
15,115.4,0,0,1,0
15,115.6,0,0,1,0
15,115.8,0,0,1,0
15,116,0,0,1,0
15,116.2,0,0,1,0
15,116.4,0,0,1,0
15,116.6,0,0,1,0
15,116.8,0,0,1,0
15,117,0,0,1,0
15,117.2,0,0,1,0
15,117.4,0,0,1,0
15,117.6,0,0,1,0
15,117.8,0,0,1,0
15,118,0,0,1,0
15,118.2,0,0,1,0
15,118.4,0,0,1,0
15,118.6,0,0,1,0
15,118.8,0,0,1,0
15,119,0,0,1,0
15,119.2,0,0,1,0
15,119.4,0,0,1,0
15,119.6,0,0,1,0
15,119.8,0,0,1,0
15,120,0,0,1,0
15,120.2,0,0,1,0
15,120.4,0,0,1,0
15,120.6,0,0,1,0
15,120.8,0,0,1,0
15,121,0,0,1,0
15,121.2,0,0,1,0
15,121.4,0,0,1,0
15,121.6,0,0,1,0
15,121.8,0,0,1,0
15,122,0,0,1,0
15,122.2,0,0,1,0
15,122.4,0,0,1,0
15,122.6,0,0,1,0
15,122.8,0,0,1,0
15,123,0,0,1,0
15,123.2,0,0,1,0
15,123.4,0,0,1,0
15,123.6,0,0,1,0
15,123.8,0,0,1,0
15,124,0,0,1,0
15,124.2,0,0,1,0
15,124.4,0,0,1,0
15,124.6,0,0,1,0
15,124.8,0,0,1,0
15,125,0,0,1,0
15,125.2,0,0,1,0
15,125.4,0,0,1,0
15,125.6,0,0,1,0
15,125.8,0,0,1,0
15,126,0,0,1,0
15,126.2,0,0,1,0
15,126.4,0,0,1,0
15,126.6,0,0,1,0
15,126.8,0,0,1,0
15,127,0,0,1,0
15,127.2,0,0,1,0
15,127.4,0,0,1,0
15,127.6,0,0,1,0
15,127.8,0,0,1,0
15,128,0,0,1,0
15,128.2,0,0,1,0
15,128.4,0,0,1,0
15,128.6,0,0,1,0
15,128.8,0,0,1,0
15,129,0,0,1,0
15,129.2,0,0,1,0
15,129.4,0,0,1,0
15,129.6,0,0,1,0
15,129.8,0,0,1,0
15,130,0,0,1,0
15,130.2,0,1,0,0
15,130.4,0,1,0,0
15,130.6,0,1,0,0
15,130.8,0,1,0,0
15,131,0,1,0,0
15,131.2,0,1,0,0
15,131.4,0,1,0,0
15,131.6,0,1,0,0
15,131.8,0,1,0,0
15,132,0,1,0,0
15,132.2,0,1,0,0
15,132.4,0,1,0,0
15,132.6,0,1,0,0
15,132.8,0,1,0,0
15,133,0,1,0,0
15,133.2,0,1,0,0
15,133.4,0,1,0,0
15,133.6,0,1,0,0
15,133.8,0,1,0,0
15,134,0,1,0,0
15,134.2,0,1,0,0
15,134.4,0,1,0,0
15,134.6,0,1,0,0
15,134.8,0,1,0,0
15,135,0,1,0,0
15,135.2,0,1,0,0
15,135.4,0,1,0,0
15,135.6,0,1,0,0
15,135.8,0,1,0,0
15,136,0,1,0,0
15,136.2,0,1,0,0
15,136.4,0,1,0,0
15,136.6,0,1,0,0
15,136.8,0,1,0,0
15,137,0,1,0,0
15,137.2,0,1,0,0
16,0,1,0,0,0
16,0.2,1,0,0,0
16,0.4,1,0,0,0
16,0.6,1,0,0,0
16,0.8,1,0,0,0
16,1,1,0,0,0
16,1.2,1,0,0,0
16,1.4,1,0,0,0
16,1.6,1,0,0,0
16,1.8,1,0,0,0
16,2,1,0,0,0
16,2.2,1,0,0,0
16,2.4,1,0,0,0
16,2.6,1,0,0,0
16,2.8,1,0,0,0
16,3,1,0,0,0
16,3.2,1,0,0,0
16,3.4,1,0,0,0
16,3.6,1,0,0,0
16,3.8,1,0,0,0
16,4,1,0,0,0
16,4.2,1,0,0,0
16,4.4,1,0,0,0
16,4.6,1,0,0,0
16,4.8,1,0,0,0
16,5,1,0,0,0
16,5.2,1,0,0,0
16,5.4,1,0,0,0
16,5.6,1,0,0,0
16,5.8,1,0,0,0
16,6,1,0,0,0
16,6.2,1,0,0,0
16,6.4,1,0,0,0
16,6.6,1,0,0,0
16,6.8,1,0,0,0
16,7,1,0,0,0
16,7.2,1,0,0,0
16,7.4,1,0,0,0
16,7.6,1,0,0,0
16,7.8,1,0,0,0
16,8,1,0,0,0
16,8.2,1,0,0,0
16,8.4,1,0,0,0
16,8.6,1,0,0,0
16,8.8,1,0,0,0
16,9,1,0,0,0
16,9.2,1,0,0,0
16,9.4,1,0,0,0
16,9.6,1,0,0,0
16,9.8,1,0,0,0
16,10,1,0,0,0
16,10.2,1,0,0,0
16,10.4,1,0,0,0
16,10.6,1,0,0,0
16,10.8,1,0,0,0
16,11,0,1,0,0
16,11.2,0,1,0,0
16,11.4,0,1,0,0
16,11.6,0,1,0,0
16,11.8,0,1,0,0
16,12,0,1,0,0
16,12.2,0,1,0,0
16,12.4,0,1,0,0
16,12.6,0,1,0,0
16,12.8,0,1,0,0
16,13,0,1,0,0
16,13.2,0,1,0,0
16,13.4,0,1,0,0
16,13.6,0,1,0,0
16,13.8,0,1,0,0
16,14,0,1,0,0
16,14.2,0,1,0,0
16,14.4,0,1,0,0
16,14.6,0,1,0,0
16,14.8,0,1,0,0
16,15,0,1,0,0
16,15.2,0,1,0,0
16,15.4,0,1,0,0
16,15.6,0,1,0,0
16,15.8,0,1,0,0
16,16,0,1,0,0
16,16.2,0,1,0,0
16,16.4,0,1,0,0
16,16.6,0,1,0,0
16,16.8,0,0,1,0
16,17,0,0,1,0
16,17.2,0,0,1,0
16,17.4,0,0,1,0
16,17.6,0,0,1,0
16,17.8,0,0,1,0
16,18,0,0,1,0
16,18.2,0,0,1,0
16,18.4,0,0,1,0
16,18.6,0,0,1,0
16,18.8,0,0,1,0
16,19,0,0,1,0
16,19.2,0,0,1,0
16,19.4,0,0,1,0
16,19.6,0,0,1,0
16,19.8,0,0,1,0
16,20,0,0,1,0
16,20.2,0,0,1,0
16,20.4,0,0,1,0
16,20.6,0,0,1,0
16,20.8,0,0,1,0
16,21,0,0,1,0
16,21.2,0,0,1,0
16,21.4,0,0,1,0
16,21.6,0,0,1,0
16,21.8,0,0,1,0
16,22,0,0,1,0
16,22.2,0,0,1,0
16,22.4,0,0,1,0
16,22.6,0,0,1,0
16,22.8,0,0,1,0
16,23,0,0,1,0
16,23.2,0,0,1,0
16,23.4,0,0,1,0
16,23.6,0,0,1,0
16,23.8,0,0,1,0
16,24,0,0,1,0
16,24.2,0,0,1,0
16,24.4,0,0,1,0
16,24.6,0,0,1,0
16,24.8,0,0,1,0
16,25,0,0,1,0
16,25.2,0,0,1,0
16,25.4,0,0,1,0
16,25.6,0,0,1,0
16,25.8,0,0,1,0
16,26,0,0,1,0
16,26.2,0,0,1,0
16,26.4,0,0,1,0
16,26.6,0,0,1,0
16,26.8,0,0,1,0
16,27,0,0,1,0
16,27.2,0,0,1,0
16,27.4,0,0,1,0
16,27.6,0,0,1,0
16,27.8,0,0,1,0
16,28,0,0,1,0
16,28.2,0,0,1,0
16,28.4,0,0,1,0
16,28.6,0,0,1,0
16,28.8,0,0,1,0
16,29,0,0,1,0
16,29.2,0,0,1,0
16,29.4,0,0,1,0
16,29.6,0,0,1,0
16,29.8,0,0,1,0
16,30,0,0,1,0
16,30.2,0,0,1,0
16,30.4,0,0,1,0
16,30.6,0,0,1,0
16,30.8,0,0,1,0
16,31,0,0,1,0
16,31.2,0,0,1,0
16,31.4,0,0,1,0
16,31.6,0,0,1,0
16,31.8,0,0,1,0
16,32,0,0,1,0
16,32.2,0,0,1,0
16,32.4,0,0,1,0
16,32.6,0,0,1,0
16,32.8,0,0,1,0
16,33,0,0,1,0
16,33.2,0,0,1,0
16,33.4,0,0,1,0
16,33.6,0,0,1,0
16,33.8,0,0,1,0
16,34,0,0,1,0
16,34.2,0,0,1,0
16,34.4,0,0,1,0
16,34.6,0,0,1,0
16,34.8,0,0,1,0
16,35,0,0,1,0
16,35.2,0,0,1,0
16,35.4,0,0,1,0
16,35.6,0,0,1,0
16,35.8,0,0,1,0
16,36,0,0,1,0
16,36.2,0,0,1,0
16,36.4,0,0,1,0
16,36.6,0,0,1,0
16,36.8,0,0,1,0
16,37,0,0,1,0
16,37.2,0,0,1,0
16,37.4,0,0,1,0
16,37.6,0,0,1,0
16,37.8,0,0,1,0
16,38,0,0,1,0
16,38.2,0,0,1,0
16,38.4,0,0,1,0
16,38.6,0,0,1,0
16,38.8,0,0,1,0
16,39,0,0,1,0
16,39.2,0,0,1,0
16,39.4,0,0,1,0
16,39.6,0,0,1,0
16,39.8,0,0,1,0
16,40,0,0,1,0
16,40.2,0,0,1,0
16,40.4,0,0,1,0
16,40.6,0,0,1,0
16,40.8,0,0,1,0
16,41,0,0,1,0
16,41.2,0,0,1,0
16,41.4,0,0,1,0
16,41.6,0,0,1,0
16,41.8,0,0,1,0
16,42,0,0,1,0
16,42.2,0,0,1,0
16,42.4,0,0,1,0
16,42.6,0,0,1,0
16,42.8,0,0,1,0
16,43,0,0,1,0
16,43.2,0,0,1,0
16,43.4,0,0,1,0
16,43.6,0,0,1,0
16,43.8,0,0,1,0
16,44,0,0,1,0
16,44.2,0,0,1,0
16,44.4,0,0,1,0
16,44.6,0,0,1,0
16,44.8,0,0,1,0
16,45,0,0,1,0
16,45.2,0,0,1,0
16,45.4,0,0,1,0
16,45.6,0,0,1,0
16,45.8,0,0,1,0
16,46,0,0,1,0
16,46.2,0,0,1,0
16,46.4,0,0,1,0
16,46.6,0,0,1,0
16,46.8,0,0,1,0
16,47,0,0,1,0
16,47.2,0,0,1,0
16,47.4,0,0,1,0
16,47.6,0,0,1,0
16,47.8,0,0,1,0
16,48,0,0,1,0
16,48.2,0,0,1,0
16,48.4,0,0,1,0
16,48.6,0,0,1,0
16,48.8,0,0,1,0
16,49,0,0,1,0
16,49.2,0,0,1,0
16,49.4,0,0,1,0
16,49.6,0,0,1,0
16,49.8,0,0,1,0
16,50,0,0,1,0
16,50.2,0,0,1,0
16,50.4,0,0,1,0
16,50.6,0,0,1,0
16,50.8,0,0,1,0
16,51,0,0,1,0
16,51.2,0,0,1,0
16,51.4,0,0,1,0
16,51.6,0,0,1,0
16,51.8,0,0,1,0
16,52,0,0,1,0
16,52.2,0,0,1,0
16,52.4,0,0,1,0
16,52.6,0,0,1,0
16,52.8,0,0,1,0
16,53,0,0,1,0
16,53.2,0,0,1,0
16,53.4,0,0,1,0
16,53.6,0,0,1,0
16,53.8,0,0,1,0
16,54,0,0,1,0
16,54.2,0,0,1,0
16,54.4,0,0,1,0
16,54.6,0,0,1,0
16,54.8,0,0,1,0
16,55,0,0,1,0
16,55.2,0,0,1,0
16,55.4,0,0,1,0
16,55.6,0,0,1,0
16,55.8,0,0,1,0
16,56,0,0,1,0
16,56.2,0,0,1,0
16,56.4,0,0,1,0
16,56.6,0,0,1,0
16,56.8,0,0,1,0
16,57,0,0,1,0
16,57.2,0,0,1,0
16,57.4,0,0,1,0
16,57.6,0,0,1,0
16,57.8,0,0,1,0
16,58,0,0,1,0
16,58.2,0,0,1,0
16,58.4,0,0,1,0
16,58.6,0,0,1,0
16,58.8,0,0,1,0
16,59,0,0,1,0
16,59.2,0,0,1,0
16,59.4,0,0,1,0
16,59.6,0,0,1,0
16,59.8,0,0,1,0
16,60,0,0,1,0
16,60.2,0,0,1,0
16,60.4,0,0,1,0
16,60.6,0,0,1,0
16,60.8,0,0,1,0
16,61,0,0,1,0
16,61.2,0,0,1,0
16,61.4,0,0,1,0
16,61.6,0,0,1,0
16,61.8,0,0,1,0
16,62,0,0,1,0
16,62.2,0,0,1,0
16,62.4,0,0,1,0
16,62.6,0,0,1,0
16,62.8,0,0,1,0
16,63,0,0,1,0
16,63.2,0,0,1,0
16,63.4,0,0,1,0
16,63.6,0,0,1,0
16,63.8,0,0,1,0
16,64,0,0,1,0
16,64.2,0,0,1,0
16,64.4,0,0,1,0
16,64.6,0,0,1,0
16,64.8,0,0,1,0
16,65,0,0,1,0
16,65.2,0,0,1,0
16,65.4,0,0,1,0
16,65.6,0,0,1,0
16,65.8,0,0,1,0
16,66,0,0,1,0
16,66.2,0,0,1,0
16,66.4,0,0,1,0
16,66.6,0,0,1,0
16,66.8,0,0,1,0
16,67,0,0,1,0
16,67.2,0,0,1,0
16,67.4,0,0,1,0
16,67.6,0,0,1,0
